"Species","Redlist_cat","Threatened","Country","scientificname","speciesKey","species","phylum","rank","status","botanical_countries_l3"
"Trifolium angulatum Waldst. et Kit.","CR","yes","Slovakia","Trifolium angulatum Waldst. & Kit.",5359326,"Trifolium angulatum","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Trifolium diffusum Ehrh.","CR(PE)","yes","Slovakia","Trifolium diffusum Ehrh.",5358912,"Trifolium diffusum","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Trifolium retusum L.","CR","yes","Slovakia","Trifolium retusum L.",5359118,"Trifolium retusum","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Trifolium romanicum Brândză (syn. T. lupinaster auct. non L.)","CR(PE)","yes","Slovakia","Trifolium romanicum D.Brandza",5358944,"Trifolium lupinaster","Tracheophyta","species","SYNONYM","Czechoslovakia"
"Trifolium striatum L.","VU","yes","Slovakia","Trifolium striatum L.",5358683,"Trifolium striatum","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Trifolium strictum L.","CR","yes","Slovakia","Trifolium strictum L.",5359475,"Trifolium strictum","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Triglochin maritima L.","VU","yes","Slovakia","Triglochin maritima L.",2865368,"Triglochin maritima","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Trinia ucrainica Schischk.","EN","yes","Slovakia","Trinia ucrainica Schischk.",5540649,"Trinia kitaibelii","Tracheophyta","species","SYNONYM","Czechoslovakia"
"Turgenia latifolia (L.) Hoffm.","VU","yes","Slovakia","Turgenia latifolia (L.) Hoffm.",3034778,"Turgenia latifolia","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Typha minima Funck","RE","yes","Slovakia","Typha minima Funck",5289492,"Typha minima","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Typha shuttleworthii W. D. J. Koch et Sond.","CR","yes","Slovakia","Typha shuttleworthii W.D.J.Koch & Sond.",5289496,"Typha shuttleworthii","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Urtica kioviensis Rogow.","EN","yes","Slovakia","Urtica kioviensis Rogow.",5669756,"Urtica kioviensis","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Utricularia bremii Heer ex Kölliker","CR","yes","Slovakia","Utricularia bremii Heer ex Koell.",7658928,"Utricularia bremii","Tracheophyta","species","DOUBTFUL","Czechoslovakia"
"Utricularia intermedia Hayne","RE","yes","Slovakia","Utricularia intermedia Hayne",3172413,"Utricularia intermedia","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Utricularia minor L.","EN","yes","Slovakia","Utricularia minor L.",3172414,"Utricularia minor","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Vaccinium microcarpum (Turcz. ex Rupr.) Schmal. (syn.
Oxycoccus microcarpus Turcz. ex Rupr.)","CR","yes","Slovakia","Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh. ex Busch",8344892,"Vaccinium microcarpum","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Valerianella coronata (L.) DC.","EN","yes","Slovakia","Valerianella coronata (L.) DC.",7298858,"Valerianella coronata","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Valerianella pumila (L.) DC.","CR(PE)","yes","Slovakia","Valerianella pumila (L.) DC.",7298917,"Valerianella pumila","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Veratrum album L. subsp. album","VU","yes","Slovakia","Veratrum album L.",2742119,"Veratrum album","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Veronica acinifolia L.","RE","yes","Slovakia","Veronica acinifolia L.",8019690,"Veronica acinifolia","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Veronica agrestis L.","CR","yes","Slovakia","Veronica agrestis L.",3172082,"Veronica agrestis","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Veronica anagalloides Guss.","VU","yes","Slovakia","Veronica anagalloides Guss.",7332572,"Veronica anagalloides","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Veronica catenata Pennell","VU","yes","Slovakia","Veronica catenata Pennell",3172092,"Veronica catenata","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Veronica jacquinii Baumg.","CR","yes","Slovakia","Veronica jacquinii Baumg.",3172099,"Veronica austriaca","Tracheophyta","species","SYNONYM","Czechoslovakia"
"Veronica opaca Fr.","CR(PE)","yes","Slovakia","Veronica opaca Fr.",3172071,"Veronica opaca","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Veronica scardica Griseb.","CR(PE)","yes","Slovakia","Veronica scardica Griseb.",7871681,"Veronica scardica","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Veronica triloba (Opiz) Opiz","VU","yes","Slovakia","Veronica triloba (Opiz) Opiz",7640499,"Veronica triloba","Tracheophyta","species","SYNONYM","Czechoslovakia"
"Veronica urticifolia Jacq.","VU","yes","Slovakia","Veronica urticifolia Jacq.",8242995,"Veronica urticifolia","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Vicia sparsiflora Ten.","VU","yes","Slovakia","Vicia sparsiflora Ten.",2975459,"Vicia sparsiflora","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Vinca herbacea Waldst. et Kit.","VU","yes","Slovakia","Vinca herbacea Waldst. & Kit.",3169710,"Vinca herbacea","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Viola alpina Jacq.","VU","yes","Slovakia","Viola alpina Jacq.",8264892,"Viola alpina","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Viola ambigua Waldst. et Kit.","EN","yes","Slovakia","Viola ambigua Waldst. & Kit.",5663802,"Viola ambigua","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Viola dacica Borbás","VU","yes","Slovakia","Viola dacica Borbás",5664792,"Viola dacica","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Viola elatior Fr.","EN","yes","Slovakia","Viola elatior Fries",7707374,"Viola elatior","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Viola epipsila Ledeb.","CR","yes","Slovakia","Viola epipsila Ledeb.",5331391,"Viola epipsila","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Viola pumila Chaix","EN","yes","Slovakia","Viola pumila Chaix",7499288,"Viola pumila","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Viola stagnina Kit. ex Schult.","VU","yes","Slovakia","Viola stagnina Kit. ex Schult.",7357272,"Viola stagnina","Tracheophyta","species","DOUBTFUL","Czechoslovakia"
"Vitis sylvestris C. C. Gmel.","VU","yes","Slovakia","Vitis sylvestris C.C.Gmel.",9484186,"Vitis gmelinii","Tracheophyta","species","SYNONYM","Czechoslovakia"
"Vulpia bromoides (L.) Gray","RE","yes","Slovakia","Vulpia bromoides (L.) Gray",5289598,"Vulpia bromoides","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Waldsteinia teppneri Májovský","CR","yes","Slovakia","Waldsteinia ×teppneri M",5370006,"Geum ternatum","Tracheophyta","species","SYNONYM","Czechoslovakia"
"Wolffia arrhiza (L.) Horkel ex Wimm.","VU","yes","Slovakia","Wolffia arrhiza (L.) Horkel ex Wimm.",5330092,"Wolffia arrhiza","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Woodsia alpina (Bolton) Gray","VU","yes","Slovakia","Woodsia alpina (Bolton) Gray",5275066,"Woodsia alpina","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Woodsia ilvensis (L.) R. Br.","VU","yes","Slovakia","Woodsia ilvensis (L.) R.Br.",5275075,"Woodsia ilvensis","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Xeranthemum cylindraceum Sm. (syn. Xeroloma cylindracea
(Sm.) Holub)","VU","yes","Slovakia","Xeranthemum cylindraceum Sibth. & Sm.",8092828,"Xeranthemum cylindraceum","Tracheophyta","species","ACCEPTED","Czechoslovakia"
"Adenophora liliifolia","E","yes","Slovenia","Adenophora liliifolia (L.) A.DC.",5409500,"Adenophora liliifolia","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Adiantum capillus-veneris","V","yes","Slovenia","Adiantum capillus-veneris L.",2651816,"Adiantum capillus-veneris","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Adonis aestivalis","E","yes","Slovenia","Adonis aestivalis L.",5371707,"Adonis aestivalis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Adonis flammea","E","yes","Slovenia","Adonis flammea Jacq.",8246651,"Adonis flammea","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Agrimonia procera","V","yes","Slovenia","Agrimonia procera Wallr.",3002121,"Agrimonia procera","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Agropyron junceum","Ex?","yes","Slovenia","Agropyron junceum (L.) P.Beauv.",8395719,"Thinopyrum junceum","Tracheophyta","species","SYNONYM","Yugoslavia"
"Agrostemma githago","V","yes","Slovenia","Agrostemma githago L.",3085368,"Agrostemma githago","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Alisma gramineum","V","yes","Slovenia","Alisma gramineum Lej.",2865152,"Alisma gramineum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Alisma lanceolatum","V","yes","Slovenia","Alisma lanceolatum With.",2865125,"Alisma lanceolatum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Allium angulosum","V","yes","Slovenia","Allium angulosum L.",2855717,"Allium angulosum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Allium neapolitanum","V","yes","Slovenia","Allium neapolitanum Cirillo",2856348,"Allium neapolitanum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Alopecurus aequalis","V","yes","Slovenia","Alopecurus aequalis Sobol.",5290083,"Alopecurus aequalis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Alopecurus geniculatus","V","yes","Slovenia","Alopecurus geniculatus L.",5290090,"Alopecurus geniculatus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Anacamptis pyramidalis","V","yes","Slovenia","Anacamptis pyramidalis (L.) Rich.",2808330,"Anacamptis pyramidalis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Andromeda polifolia","V","yes","Slovenia","Andromeda polifolia L.",5333413,"Andromeda polifolia","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Anemone hortensis","E","yes","Slovenia","Anemone hortensis L.",3925918,"Anemone hortensis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Anemone sylvestris","Ex","yes","Slovenia","Anemone sylvestris L.",3922888,"Anemone sylvestris","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Apium repens","E","yes","Slovenia","Apium repens (Jacq.) Lag.",7456091,"Helosciadium repens","Tracheophyta","species","SYNONYM","Yugoslavia"
"Arbutus unedo","V","yes","Slovenia","Arbutus unedo L.",2882803,"Arbutus unedo","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Arnica montana","V","yes","Slovenia","Arnica montana L.",5405976,"Arnica montana","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Artemisia atrata","V","yes","Slovenia","Artemisia atrata Lam.",3121051,"Artemisia atrata","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Artemisia caerulescens","V","yes","Slovenia","Artemisia caerulescens L.",3121347,"Artemisia caerulescens","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Arthrocnemum fruticosum","V","yes","Slovenia","Arthrocnemum fruticosum (L.) Moq.",5567884,"Salicornia fruticosa","Tracheophyta","species","SYNONYM","Yugoslavia"
"Arthrocnemum glaucum","V","yes","Slovenia","Arthrocnemum glaucum (Delile) Ung.-Sternb.",9417609,"Arthrocaulon macrostachyum","Tracheophyta","species","SYNONYM","Yugoslavia"
"Arundo plinii","Ex?","yes","Slovenia","Arundo plinii Turra",4110556,"Arundo plinii","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Asphodelus albus","V","yes","Slovenia","Asphodelus albus Mill.",2778457,"Asphodelus albus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Aster tripolium","V","yes","Slovenia","Aster tripolium L.",3098616,"Tripolium pannonicum","Tracheophyta","species","SYNONYM","Yugoslavia"
"Astragalus hamosus","Ex","yes","Slovenia","Astragalus hamosus L.",5342681,"Astragalus hamosus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Atriplex oblongifolia","Ex?","yes","Slovenia","Atriplex oblongifolia Waldst. & Kit.",3083657,"Atriplex oblongifolia","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Atriplex prostrata","V","yes","Slovenia","Atriplex prostrata DC.",3083786,"Atriplex prostrata","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Atriplex rosea","Ex?","yes","Slovenia","Atriplex rosea L.",3083745,"Atriplex rosea","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Atriplex sagittata","Ex?","yes","Slovenia","Atriplex sagittata Borkh.",3760099,"Atriplex sagittata","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Atriplex tatarica","E","yes","Slovenia","Atriplex tatarica L.",3083702,"Atriplex tatarica","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Baldellia ranunculoides","E","yes","Slovenia","Baldellia ranunculoides (L.) Parl.",2864546,"Baldellia ranunculoides","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Bellevalia romana","E","yes","Slovenia","Bellevalia romana Rchb.",8411265,"Bellevalia romana","Tracheophyta","species","DOUBTFUL","Yugoslavia"
"Betula nana","Ex","yes","Slovenia","Betula nana L.",5332004,"Betula nana","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Blysmus compressus","V","yes","Slovenia","Blysmus compressus (L.) Panz. ex Link",2710650,"Blysmus compressus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Bolboschoenus maritimus","V","yes","Slovenia","Bolboschoenus maritimus (L.) Palla",2718307,"Bolboschoenus maritimus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Botrychium simplex","Ex","yes","Slovenia","Botrychium simplex E.Hitchc.",2650180,"Botrychium simplex","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Butomus umbellatus","V","yes","Slovenia","Butomus umbellatus L.",2864467,"Butomus umbellatus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Cakile maritima","E","yes","Slovenia","Cakile maritima Scop.",3048831,"Cakile maritima","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Caldesia parnassifolia","E","yes","Slovenia","Caldesia parnassifolia (Bassi) Parl.",5329163,"Caldesia parnassifolia","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Calla palustris","E","yes","Slovenia","Calla palustris L.",2869101,"Calla palustris","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Callitriche cophocarpa","E","yes","Slovenia","Callitriche cophocarpa Sendtn.",8236752,"Callitriche cophocarpa","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Campanula barbata","V","yes","Slovenia","Campanula barbata L.",5409958,"Campanula barbata","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Campanula x vrtacensis","V","yes","Slovenia","Campanula ×vrtacensis Ravnik",5604678,"Campanula vrtacensis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex acutiformis","V","yes","Slovenia","Carex acutiformis Ehrh.",2723099,"Carex acutiformis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex appropinquata","V","yes","Slovenia","Carex appropinquata Schumach.",2727917,"Carex appropinquata","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex bohemica","V","yes","Slovenia","Carex bohemica Schreb.",2728048,"Carex bohemica","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex buekii","V","yes","Slovenia","Carex buekii Wimm.",2722500,"Carex buekii","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex buxbaumii","E","yes","Slovenia","Carex buxbaumii Wahlenb.",2724284,"Carex buxbaumii","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex davalliana","V","yes","Slovenia","Carex davalliana Sm.",2728143,"Carex davalliana","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex diandra","V","yes","Slovenia","Carex diandra Schrank",2723156,"Carex diandra","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex dioica","V","yes","Slovenia","Carex dioica L.",2728870,"Carex dioica","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex distans","V","yes","Slovenia","Carex distans L.",2726010,"Carex distans","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex disticha","V","yes","Slovenia","Carex disticha Huds.",2725082,"Carex disticha","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex extensa","E","yes","Slovenia","Carex extensa Gooden.",2726545,"Carex extensa","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex hallerana","V","yes","Slovenia","Carex halleriana Asso",2723055,"Carex halleriana","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex hostiana","V","yes","Slovenia","Carex hostiana DC.",2728963,"Carex hostiana","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex lasiocarpa","E","yes","Slovenia","Carex lasiocarpa Ehrh.",2728531,"Carex lasiocarpa","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex limosa","V","yes","Slovenia","Carex limosa L.",2725881,"Carex limosa","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex paniculata","V","yes","Slovenia","Carex paniculata L.",2723371,"Carex paniculata","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex pauciflora","V","yes","Slovenia","Carex pauciflora Lightf.",2727907,"Carex pauciflora","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex pulicaris","V","yes","Slovenia","Carex pulicaris L.",2726956,"Carex pulicaris","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex riparia","V","yes","Slovenia","Carex riparia Curtis",2718117,"Carex riparia","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex rostrata","V","yes","Slovenia","Carex rostrata Stokes",2726725,"Carex rostrata","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex strigosa","E","yes","Slovenia","Carex strigosa Huds.",2723315,"Carex strigosa","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Carex vesicaria","V","yes","Slovenia","Carex vesicaria L.",2722046,"Carex vesicaria","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Centaurea alpina","E","yes","Slovenia","Centaurea alpina L.",3128930,"Rhaponticoides alpina","Tracheophyta","species","SYNONYM","Yugoslavia"
"Centaurea cyanus","V","yes","Slovenia","Centaurea cyanus L.",3089561,"Centaurea cyanus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Centaurea rupestris","V","yes","Slovenia","Centaurea rupestris L.",3128691,"Centaurea rupestris","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Centaurium spicatum","E","yes","Slovenia","Centaurium spicatum (L.) Fritsch",5595243,"Schenkia spicata","Tracheophyta","species","SYNONYM","Yugoslavia"
"Centaurium tenuiflorum","E","yes","Slovenia","Centaurium tenuiflorum (Hoffmanns. & Link) Fritsch",6367342,"Centaurium tenuiflorum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Centunculus minimus","V","yes","Slovenia","Centunculus minimus L.",7939955,"Lysimachia minima","Tracheophyta","species","SYNONYM","Yugoslavia"
"Cephalanthera damasonium","V","yes","Slovenia","Cephalanthera damasonium (Mill.) Druce",2795952,"Cephalanthera damasonium","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Cephalanthera longifolia","V","yes","Slovenia","Cephalanthera longifolia (L.) Fritsch",2795869,"Cephalanthera longifolia","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Cephalanthera rubra","V","yes","Slovenia","Cephalanthera rubra (L.) Rich.",2795845,"Cephalanthera rubra","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Cerastium dinaricum","E","yes","Slovenia","Cerastium dinaricum Beck & Szyszyl.",7267578,"Cerastium dinaricum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Ceratophyllum demersum","V","yes","Slovenia","Ceratophyllum demersum L.",2882398,"Ceratophyllum demersum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Ceratophyllum submersum","E","yes","Slovenia","Ceratophyllum submersum L.",2882404,"Ceratophyllum submersum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Chimaphila umbellata","V","yes","Slovenia","Chimaphila umbellata (L.) W.P.C.Barton",2888307,"Chimaphila umbellata","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Chondrilla chondrilloides","V","yes","Slovenia","Chondrilla chondrilloides (Ard.) H.Karst.",5403835,"Chondrilla chondrilloides","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Cicuta virosa","E","yes","Slovenia","Cicuta virosa L.",5371864,"Cicuta virosa","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Cistus salviifolius","Ex","yes","Slovenia","Cistus salviifolius L.",2874027,"Cistus salviifolius","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Cladium mariscus","V","yes","Slovenia","Cladium mariscus (L.) Pohl",2731327,"Cladium mariscus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Coeloglossum viride","V","yes","Slovenia","Coeloglossum viride (L.) Hartm.",2810284,"Dactylorhiza viridis","Tracheophyta","species","SYNONYM","Yugoslavia"
"Conium maculatum","E","yes","Slovenia","Conium maculatum L.",3034807,"Conium maculatum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Corallorhiza trifida","V","yes","Slovenia","Corallorhiza trifida Châtel.",2797313,"Corallorhiza trifida","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Crepis zacintha","E","yes","Slovenia","Crepis zacintha (L.) Babc.",5403284,"Crepis zacintha","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Crypsis aculeata","Ex","yes","Slovenia","Crypsis aculeata (L.) Aiton",9379326,"Sporobolus aculeatus","Tracheophyta","species","SYNONYM","Yugoslavia"
"Cuscuta epilinum","Ex","yes","Slovenia","Cuscuta epilinum Weihe",2927530,"Cuscuta epilinum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Cyperus flavescens","V","yes","Slovenia","Cyperus flavescens L.",2730906,"Cyperus flavescens","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Cyperus fuscus","V","yes","Slovenia","Cyperus fuscus L.",2716489,"Cyperus fuscus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Cyperus glaber","V","yes","Slovenia","Cyperus glaber L.",2715006,"Cyperus glaber","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Cyperus longus","V","yes","Slovenia","Cyperus longus L.",8243603,"Cyperus longus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Cyperus michelianus","E","yes","Slovenia","Cyperus michelianus (L.) Delile",2714056,"Cyperus michelianus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Cyperus serotinus","V","yes","Slovenia","Cyperus serotinus Rottb.",2715620,"Cyperus serotinus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Cypripedium calceolus","V","yes","Slovenia","Cypripedium calceolus L.",2820517,"Cypripedium calceolus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Cytisanthus holopetalus","V","yes","Slovenia","Cytisanthus holopetalus (Fleischm. ex W.D.J.Koch) Gams",5347723,"Genista holopetala","Tracheophyta","species","SYNONYM","Yugoslavia"
"Dactylorhiza incarnata","V","yes","Slovenia","Dactylorhiza incarnata (L.) Soó",8248593,"Dactylorhiza incarnata","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Dactylorhiza maculata","V","yes","Slovenia","Dactylorhiza maculata (L.) Soó",8179794,"Dactylorhiza maculata","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Dactylorhiza maculata ssp. silvanica","V","yes","Slovenia","Dactylorhiza maculata (L.) Soó",8179794,"Dactylorhiza maculata","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Dactylorhiza majalis","V","yes","Slovenia","Dactylorhiza majalis (Rchb.) P.F.Hunt & Summerh.",2810155,"Dactylorhiza majalis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Dactylorhiza sambucina","V","yes","Slovenia","Dactylorhiza sambucina (L.) Soó",8231647,"Dactylorhiza sambucina","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Dactylorhiza traunsteineri","V","yes","Slovenia","Dactylorhiza traunsteineri (Saut. ex Rchb.) Soó",2810532,"Dactylorhiza traunsteineri","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Daphne blagayana","V","yes","Slovenia","Daphne blagayana Freyer",5523781,"Daphne blagayana","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Dasypyrum villosum","Ex?","yes","Slovenia","Dasypyrum villosum (L.) P.Candargy",7810452,"Dasypyrum villosum","Tracheophyta","species","DOUBTFUL","Yugoslavia"
"Digitaria aegyptiaca","Ex?","yes","Slovenia","Digitaria aegyptiaca Willd.",5289972,"Digitaria sanguinalis","Tracheophyta","species","SYNONYM","Yugoslavia"
"Dracunculus vulgaris","E","yes","Slovenia","Dracunculus vulgaris Schott",5330001,"Dracunculus vulgaris","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Drosera anglica","V","yes","Slovenia","Drosera anglica Huds.",3190932,"Drosera anglica","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Drosera intermedia","E","yes","Slovenia","Drosera intermedia Hayne",3191157,"Drosera intermedia","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Drosera rotundifolia","V","yes","Slovenia","Drosera rotundifolia L.",3191030,"Drosera rotundifolia","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Dryopteris cristata","Ex","yes","Slovenia","Dryopteris cristata (L.) A.Gray",5275110,"Dryopteris cristata","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Ecballium elaterium","E","yes","Slovenia","Ecballium elaterium (L.) A.Rich.",2874680,"Ecballium elaterium","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Elatine hexandra","E","yes","Slovenia","Elatine hexandra (Lapierre) DC.",5646074,"Elatine hexandra","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Elatine triandra","E","yes","Slovenia","Elatine triandra Schkuhr",5421095,"Elatine triandra","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Eleocharis austriaca","V","yes","Slovenia","Eleocharis austriaca Hayek",2717400,"Eleocharis mamillata","Tracheophyta","species","SYNONYM","Yugoslavia"
"Eleocharis carniolica","V","yes","Slovenia","Eleocharis carniolica W.D.J.Koch",2717871,"Eleocharis carniolica","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Eleocharis mamillata","E","yes","Slovenia","Eleocharis mamillata (H.Lindb.) H.Lindb.",2717400,"Eleocharis mamillata","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Eleocharis quinqueflora","V","yes","Slovenia","Eleocharis quinqueflora (Hartmann) O.Schwarz",2717493,"Eleocharis quinqueflora","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Eleocharis uniglumis","V","yes","Slovenia","Eleocharis uniglumis (Link) Schult.",2717910,"Eleocharis uniglumis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Epipactis palustris","V","yes","Slovenia","Epipactis palustris (L.) Crantz",5319226,"Epipactis palustris","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Epipogium aphyllum","E","yes","Slovenia","Epipogium aphyllum Sw.",2849252,"Epipogium aphyllum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Equisetum fluviatile","V","yes","Slovenia","Equisetum fluviatile L.",2687937,"Equisetum fluviatile","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Equisetum ramosissimum","V","yes","Slovenia","Equisetum ramosissimum Desf.",2687940,"Equisetum ramosissimum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Equisetum variegatum","V","yes","Slovenia","Equisetum variegatum Schleich.",7758330,"Equisetum variegatum","Tracheophyta","species","ACCEPTED","Yugoslavia"
