"Species","Redlist_cat","Threatened","Country"
"Epipogium aphyllum","3","yes","Austria"
"Equisetum ramosissimum","3r!","yes","Austria"
"Eragrostis pilosa","3r!","yes","Austria"
"Erigeron acris subsp. angulosus","3","yes","Austria"
"Erigeron acris subsp. macrophyllus","3","yes","Austria"
"Erigeron atticus","3","yes","Austria"
"Erigeron candidus","3","yes","Austria"
"Erinus alpinus","2","yes","Austria"
"Eriophorum gracile","1r!","yes","Austria"
"Erophila praecox","1","yes","Austria"
"Eryngium alpinum","3","yes","Austria"
"Eryngium planum","1","yes","Austria"
"Erysimum andrzejowskianum","2","yes","Austria"
"Erysimum diffusum","3","yes","Austria"
"Erysimum marschallianum","3","yes","Austria"
"Erysimum odoratum","3r!","yes","Austria"
"Erysimum repandum","3r!","yes","Austria"
"Euphorbia glareosa","2","yes","Austria"
"Euphorbia lucida","3","yes","Austria"
"Euphorbia palustris","2r!","yes","Austria"
"Euphorbia platyphyllos","3r!","yes","Austria"
"Euphorbia polychroma","3r!","yes","Austria"
"Euphorbia salicifolia","2","yes","Austria"
"Euphorbia seguieriana","3r!","yes","Austria"
"Euphorbia villosa","2","yes","Austria"
"Euphrasia hirtella","3","yes","Austria"
"Euphrasia inopinata","3","yes","Austria"
"Euphrasia kerneri","2","yes","Austria"
"Euphrasia micrantha","2","yes","Austria"
"Euphrasia sinuata","3","yes","Austria"
"Euphrasia stricta","3","yes","Austria"
"Festuca alpestris","2","yes","Austria"
"Festuca eggleri","3","yes","Austria"
"Festuca filiformis","3","yes","Austria"
"Festuca majovskyi","1","yes","Austria"
"Festuca ovina","3","yes","Austria"
"Festuca pseudodalmatica","3","yes","Austria"
"Festuca pseudovina","3","yes","Austria"
"Festuca trichophylla","2r!","yes","Austria"
"Festuca vaginata","1","yes","Austria"
"Festuca valesiaca","3r!","yes","Austria"
"Filago lutescens","2","yes","Austria"
"Filago minima","2r!","yes","Austria"
"Filago vulgaris","1r!","yes","Austria"
"Filipendula ulmaria subsp. picbaueri","3","yes","Austria"
"Filipendula vulgaris","3r!","yes","Austria"
"Fritillaria meleagris","1r!","yes","Austria"
"Fumaria rostellata","3r!","yes","Austria"
"Fumaria schleicheri","3r!","yes","Austria"
"Gagea bohemica","2","yes","Austria"
"Gagea pratensis","3","yes","Austria"
"Gagea pusilla","3r!","yes","Austria"
"Gagea spathacea","3","yes","Austria"
"Galega officinalis","3r!","yes","Austria"
"Galium aristatum","3","yes","Austria"
"Galium glaucum","3r!","yes","Austria"
"Galium parisiense","1","yes","Austria"
"Galium rivale","2","yes","Austria"
"Galium rubioides","2","yes","Austria"
"Galium tricornutum","1","yes","Austria"
"Galium trifidum","2","yes","Austria"
"Galium valdepilosum","3","yes","Austria"
"Galium wirtgenii","3","yes","Austria"
"Gentiana lutea subsp. vardjanii","3","yes","Austria"
"Gentiana pneumonanthe","2","yes","Austria"
"Gentianella amarella","1","yes","Austria"
"Gentianella lutescens","2","yes","Austria"
"Gentianella pilosa","1","yes","Austria"
"Gentianella praecox","1","yes","Austria"
"Geranium divaricatum","1r!","yes","Austria"
"Geranium lucidum","1","yes","Austria"
"Geranium molle","3","yes","Austria"
"Geranium rotundifolium","4r!","yes","Austria"
"Gladiolus illyricus","2","yes","Austria"
"Gladiolus imbricatus","1","yes","Austria"
"Gladiolus palustris","2r!","yes","Austria"
"Glaux maritima","1","yes","Austria"
"Globularia punctata","3r!","yes","Austria"
"Gratiola officinalis","2","yes","Austria"
"Groenlandia densa","3","yes","Austria"
"Gypsophila fastigiata","0","yes","Austria"
"Gypsophila paniculata","2","yes","Austria"
"Hammarbya paludosa","1r!","yes","Austria"
"Heleochloa alopecuroides","2","yes","Austria"
"Heleochloa schoenoides","1","yes","Austria"
"Helianthemum nummularium","3","yes","Austria"
"Helichrysum arenarium","2","yes","Austria"
"Helictotrichon desertorum","2","yes","Austria"
"Helleborus viridis","3","yes","Austria"
"Hemerocallis lilioasphodelus","2","yes","Austria"
"Herminium monorchis","3r!","yes","Austria"
"Herniaria alpina","3","yes","Austria"
"Herniaria hirsuta","3r!","yes","Austria"
"Herniaria incana","0","yes","Austria"
"Hesperis sylvestris","2","yes","Austria"
"Hesperis tristis","3","yes","Austria"
"Hibiscus trionum","2","yes","Austria"
"Hieracium alpicola","0","yes","Austria"
"Hieracium bifurcum","3","yes","Austria"
"Hieracium caespitosum","3","yes","Austria"
"Hieracium calodon","3","yes","Austria"
"Hieracium cymosum","3r!","yes","Austria"
"Hieracium echioides","3","yes","Austria"
"Hieracium fallax","3","yes","Austria"
"Hieracium floribundum","3","yes","Austria"
"Hieracium sparsum","3","yes","Austria"
"Hierochloe hirta","1","yes","Austria"
"Hierochloe odorata","1","yes","Austria"
"Hierochloe repens","1","yes","Austria"
"Himantoglossum adriaticum","2","yes","Austria"
"Hippophae rhamnoides","3r!","yes","Austria"
"Hippuris vulgaris","3","yes","Austria"
"Hordeum geniculatum","0","yes","Austria"
"Hornungia petraea","3","yes","Austria"
"Hottonia palustris","2r!","yes","Austria"
"Hydrocharis morsus-ranae","2r!","yes","Austria"
"Hydrocotyle vulgaris","1","yes","Austria"
"Hymenolobus pauciflorus","2","yes","Austria"
"Hypericum barbatum","1","yes","Austria"
"Hypericum dubium","3","yes","Austria"
"Hypericum elegans","1","yes","Austria"
"Hypericum pulchrum","0","yes","Austria"
"Hypochaeris glabra","0","yes","Austria"
"Hypochaeris maculata","3r!","yes","Austria"
"Ilex aquifolium","3r!","yes","Austria"
"Illecebrum verticillatum","1","yes","Austria"
"Inula britannica","3r!","yes","Austria"
"Inula ensifolia","3r!","yes","Austria"
"Inula germanica","2","yes","Austria"
"Inula hirta","3r!","yes","Austria"
"Inula oculus-christi","3","yes","Austria"
"Inula salicina","3","yes","Austria"
"Iris graminea","3r!","yes","Austria"
"Iris humilis subsp. arenaria","2","yes","Austria"
"Iris pumila","3r!","yes","Austria"
"Iris sibirica","2","yes","Austria"
"Iris spuria","2","yes","Austria"
"Iris variegata","3","yes","Austria"
"Isolepis setacea","2","yes","Austria"
"Jovibarba globifera","3","yes","Austria"
"Juncus acutiflorus","3r!","yes","Austria"
"Juncus ambiguus","2","yes","Austria"
"Juncus arcticus","3","yes","Austria"
"Juncus atratus","1","yes","Austria"
"Juncus capitatus","1","yes","Austria"
"Juncus gerardii","3","yes","Austria"
"Juncus maritimus","2","yes","Austria"
"Juncus sphaerocarpus","2","yes","Austria"
"Juncus squarrosus","2","yes","Austria"
"Juncus subnodulosus","2","yes","Austria"
"Juncus tenageia","1","yes","Austria"
"Jurinea mollis","3","yes","Austria"
"Kickxia elatine","2","yes","Austria"
"Kickxia spuria","2","yes","Austria"
"Knautia arvensis subsp. pannonica","3","yes","Austria"
"Knautia kitaibelii","1","yes","Austria"
"Knautia norica","3","yes","Austria"
"Koeleria glauca","1","yes","Austria"
"Koeleria pyramidata var. pubiculmis","3","yes","Austria"
"Krascheninnikovia ceratoides","2","yes","Austria"
"Lactuca perennis","4r!","yes","Austria"
"Lactuca quercina","3","yes","Austria"
"Lactuca saligna","2","yes","Austria"
"Lactuca viminea","3","yes","Austria"
"Lactuca virosa","1","yes","Austria"
"Lappula squarrosa","3","yes","Austria"
"Laserpitium krapfii subsp. gaudinii","3","yes","Austria"
"Laserpitium prutenicum","3r!","yes","Austria"
"Laser trilobum","3","yes","Austria"
"Lathyrus heterophyllus","3","yes","Austria"
"Lathyrus hirsutus","2","yes","Austria"
"Lathyrus laevigatus subsp. laevigatus","2","yes","Austria"
"Lathyrus latifolius","3","yes","Austria"
"Lathyrus nissolia","2","yes","Austria"
"Lathyrus palustris","2r!","yes","Austria"
"Lathyrus pannonicus subsp. collinus","2","yes","Austria"
"Lathyrus pannonicus subsp. pannonicus","2","yes","Austria"
"Lathyrus venetus","2","yes","Austria"
"Lavatera thuringiaca","3r!","yes","Austria"
"Leersia oryzoides","3r!","yes","Austria"
"Lemna trisulca","3r!","yes","Austria"
"Leontodon saxatilis","3","yes","Austria"
"Leonurus marrubiastrum","2","yes","Austria"
"Lepidium cartilagineum","3","yes","Austria"
"Lepidium perfoliatum","1","yes","Austria"
"Leucojum aestivum","2","yes","Austria"
"Ligularia sibirica","2","yes","Austria"
"Lilium bulbiferum","3","yes","Austria"
"Lilium carniolicum","3","yes","Austria"
"Limodorum abortivum","2r!","yes","Austria"
"Limosella aquatica","2","yes","Austria"
"Linaria arvensis","0","yes","Austria"
"Lindernia procumbens","2","yes","Austria"
"Linum austriacum","3","yes","Austria"
"Linum flavum","3r!","yes","Austria"
"Linum hirsutum","2","yes","Austria"
"Linum maritimum","1","yes","Austria"
"Linum perenne","2r!","yes","Austria"
"Linum tenuifolium","3r!","yes","Austria"
"Linum viscosum","3r!","yes","Austria"
"Liparis loeselii","2r!","yes","Austria"
"Littorella uniflora","1","yes","Austria"
"Lolium remotum","0","yes","Austria"
"Lolium temulentum","1","yes","Austria"
"Lonicera caprifolium","3r!","yes","Austria"
"Lonicera periclymenum","0","yes","Austria"
"Lotus borbasii","2","yes","Austria"
"Lotus maritimus","3r!","yes","Austria"
"Lotus pedunculatus","2","yes","Austria"
"Lotus tenuis","3r!","yes","Austria"
"Ludwigia palustris","1r!","yes","Austria"
"Luzula forsteri","3","yes","Austria"
"Luzula pallidula","2r!","yes","Austria"
"Lycopodiella inundata","2","yes","Austria"
"Lycopodium complanatum","3r!","yes","Austria"
"Lycopodium issleri","2r!","yes","Austria"
"Lycopodium tristachyum","1r!","yes","Austria"
"Lycopodium zeilleri","1r!","yes","Austria"
"Lycopus exaltatus","2","yes","Austria"
"Lysimachia thyrsiflora","2r!","yes","Austria"
"Lythrum hyssopifolia","3","yes","Austria"
"Lythrum virgatum","2r!","yes","Austria"
"Malus sylvestris","2","yes","Austria"
"Malva alcea","3r!","yes","Austria"
"Malva moschata","3","yes","Austria"
"Malva pusilla","3","yes","Austria"
"Marrubium peregrinum","2","yes","Austria"
"Marrubium vulgare","1","yes","Austria"
"Marsilea quadrifolia","1r!","yes","Austria"
"Medicago minima","3r!","yes","Austria"
"Medicago monspeliaca","2","yes","Austria"
"Medicago prostrata","2","yes","Austria"
"Melampyrum arvense","3r!","yes","Austria"
"Melampyrum barbatum","2","yes","Austria"
"Melampyrum cristatum","3r!","yes","Austria"
"Melica altissima","1","yes","Austria"
"Melica picta","2","yes","Austria"
"Melilotus altissimus","3","yes","Austria"
"Melilotus dentatus","2","yes","Austria"
"Mentha pulegium","2r!","yes","Austria"
"Menyanthes trifoliata","3r!","yes","Austria"
"Minuartia glaucina","3","yes","Austria"
"Minuartia rubra","3r!","yes","Austria"
"Minuartia setacea","3","yes","Austria"
"Minuartia viscosa","2","yes","Austria"
"Misopates orontium","2","yes","Austria"
"Moenchia mantica","2","yes","Austria"
"Monotropa hypophegea","3","yes","Austria"
"Montia fontana subsp. amporitana","2","yes","Austria"
"Montia fontana subsp. variabilis","2","yes","Austria"
"Muscari botryoides","3r!","yes","Austria"
"Muscari comosum","3r!","yes","Austria"
"Muscari tenuiflorum","3","yes","Austria"
"Myagrum perfoliatum","1","yes","Austria"
"Myosotis discolor","3r!","yes","Austria"
"Myosotis laxa subsp. caespitosa","3r!","yes","Austria"
"Myosotis rehsteineri","2","yes","Austria"
"Myosotis stenophylla","3","yes","Austria"
"Myosotis stricta","3","yes","Austria"
"Myosurus minimus","2r!","yes","Austria"
"Myricaria germanica","1","yes","Austria"
"Myriophyllum alterniflorum","2r!","yes","Austria"
"Myriophyllum verticillatum","3","yes","Austria"
"Najas minor","2r!","yes","Austria"
"Narcissus radiiflorus","3","yes","Austria"
"Nasturtium microphyllum","3","yes","Austria"
"Nasturtium officinale","3r!","yes","Austria"
"Nasturtium x sterile","3r!","yes","Austria"
"Nepeta cataria","3","yes","Austria"
"Nepeta nuda","2","yes","Austria"
"Nigella arvensis","2r!","yes","Austria"
"Nigritella archiducis-joannis","2","yes","Austria"
"Nigritella stiriaca","2","yes","Austria"
"Notholaena marantae","2","yes","Austria"
"Nuphar lutea","3","yes","Austria"
"Nuphar pumila","1r!","yes","Austria"
"Nymphaea alba","3r!","yes","Austria"
"Nymphaea candida","2r!","yes","Austria"
"Nymphoides peltata","2","yes","Austria"
"Odontites luteus","3r!","yes","Austria"
"Odontites vernus","2r!","yes","Austria"
"Oenanthe aquatica","3r!","yes","Austria"
"Oenanthe fistulosa","1","yes","Austria"
"Oenanthe silaifolia","1","yes","Austria"
"Omphalodes scorpioides","3","yes","Austria"
"Onobrychis arenaria subsp. arenaria","3","yes","Austria"
"Ononis arvensis","1","yes","Austria"
"Ononis pusilla","3","yes","Austria"
"Ononis repens","3","yes","Austria"
"Ononis spinosa subsp. austriaca","3","yes","Austria"
"Onosma arenaria","1","yes","Austria"
"Onosma helvetica (subsp. austriaca)","1","yes","Austria"
"Onosma visianii","3","yes","Austria"
"Ophioglossum vulgatum","3r!","yes","Austria"
"Ophrys apifera","2r!","yes","Austria"
"Ophrys holoserica","2r!","yes","Austria"
"Ophrys sphegodes","2r!","yes","Austria"
"Orchis coriophora","2r!","yes","Austria"
"Orchis militaris","3r!","yes","Austria"
"Orchis morio","3r!","yes","Austria"
"Orchis pallens","3r!","yes","Austria"
"Orchis palustris","2r!","yes","Austria"
"Orchis purpurea","3r!","yes","Austria"
"Orchis simia","2","yes","Austria"
"Orchis spitzelii","2r!","yes","Austria"
"Orchis tridentata","3r!","yes","Austria"
"Orchis ustulata subsp. aestivalis","3","yes","Austria"
"Orchis ustulata subsp. ustulata","3","yes","Austria"
"Orlaya grandiflora","2r!","yes","Austria"
"Ornithogalum boucheanum","3","yes","Austria"
"Ornithogalum brevistylum","1","yes","Austria"
"Ornithogalum kochii","3r!","yes","Austria"
"Ornithogalum nutans","3","yes","Austria"
"Ornithogalum pyrenaicum subsp. pyrenaicum","3","yes","Austria"
"Ornithogalum pyrenaicum subsp. sphaerocarpum","3r!","yes","Austria"
"Orobanche alsatica","3","yes","Austria"
"Orobanche arenaria","1","yes","Austria"
"Orobanche artemisiae-campestris","1r!","yes","Austria"
"Orobanche bartlingii","3","yes","Austria"
"Orobanche coerulescens","1","yes","Austria"
"Orobanche elatior","2","yes","Austria"
"Orobanche hederae","1","yes","Austria"
"Orobanche lanuginosa","1","yes","Austria"
"Orobanche laserpitii-sileris","2","yes","Austria"
"Orobanche lucorum","3","yes","Austria"
"Orobanche picridis","1","yes","Austria"
"Orobanche purpurea","2r!","yes","Austria"
"Orobanche ramosa","1","yes","Austria"
"Orobanche reticulata subsp. pallidiflora","2","yes","Austria"
"Oxytropis pilosa","2","yes","Austria"
"Papaver argemone","3r!","yes","Austria"
"Papaver dubium subsp. austromoravicum","3","yes","Austria"
"Paradisea liliastrum","3","yes","Austria"
"Pedicularis palustris","3r!","yes","Austria"
"Pedicularis sceptrum-carolinum","1","yes","Austria"
"Pedicularis sylvatica","2r!","yes","Austria"
"Peplis portula","3r!","yes","Austria"
"Petrorhagia prolifera","2r!","yes","Austria"
"Peucedanum officinale","2","yes","Austria"
"Peucedanum palustre","3r!","yes","Austria"
"Phleum bertolonii","3","yes","Austria"
"Phleum phleoides","3r!","yes","Austria"
"Phlomis tuberosa","2","yes","Austria"
"Pholiurus pannonicus","1","yes","Austria"
"Phyteuma nigrum","3","yes","Austria"
"Phyteuma scheuchzeri subsp. columnae","2","yes","Austria"
"Picris crepoides","3","yes","Austria"
"Piptatherum virescens","3","yes","Austria"
"Plantago altissima","2","yes","Austria"
"Plantago arenaria","2","yes","Austria"
"Plantago major subsp. winteri","2","yes","Austria"
"Plantago maritima","3","yes","Austria"
"Plantago tenuiflora","1","yes","Austria"
"Poa humilis","2","yes","Austria"
"Polycnemum arvense","1","yes","Austria"
"Polycnemum heuffelii","1","yes","Austria"
"Polycnemum majus","2","yes","Austria"
"Polycnemum verrucosum","1","yes","Austria"
"Polygala major","3","yes","Austria"
"Polygala serpyllifolia","3","yes","Austria"
"Polygonum bellardii","2","yes","Austria"
"Populus nigra","3r!","yes","Austria"
"Potamogeton acutifolius","1","yes","Austria"
"Potamogeton alpinus","3","yes","Austria"
"Potamogeton coloratus","1","yes","Austria"
"Potamogeton compressus","2","yes","Austria"
"Potamogeton filiformis","2","yes","Austria"
"Potamogeton friesii","2","yes","Austria"
"Potamogeton gramineus","2","yes","Austria"
"Potamogeton lucens","3","yes","Austria"
"Potamogeton nodosus","2","yes","Austria"
"Potamogeton obtusifolius","2","yes","Austria"
"Potamogeton perfoliatus","3","yes","Austria"
"Potamogeton polygonifolius","1","yes","Austria"
"Potamogeton praelongus","2","yes","Austria"
"Potamogeton pusillus","3","yes","Austria"
"Potamogeton trichoides","3","yes","Austria"
"Potentilla alba","3r!","yes","Austria"
"Potentilla collina","2","yes","Austria"
"Potentilla crantzii var. serpentini","2","yes","Austria"
"Potentilla inclinata","3r!","yes","Austria"
"Potentilla micrantha","3","yes","Austria"
"Potentilla norvegica","3","yes","Austria"
"Potentilla palustris","3r!","yes","Austria"
"Potentilla rupestris","3","yes","Austria"
"Potentilla tabernaemontani","3","yes","Austria"
"Prunella laciniata","3r!","yes","Austria"
"Prunus fruticosa","3","yes","Austria"
"Prunus tenella","2","yes","Austria"
"Prunus x eminens","3","yes","Austria"
"Pseudognaphalium luteoalbum","2r!","yes","Austria"
"Pseudolysimachion longifolium","2","yes","Austria"
"Pseudolysimachion orchideum","2","yes","Austria"
"Pseudolysimachion spicatum","3r!","yes","Austria"
"Pseudolysimachion spurium","1","yes","Austria"
"Puccinellia limosa","2","yes","Austria"
"Puccinellia peisonis","3","yes","Austria"
"Pulicaria dysenterica","3","yes","Austria"
"Pulicaria vulgaris","1r!","yes","Austria"
"Pulmonaria angustifolia","2r!","yes","Austria"
"Pulmonaria australis","2","yes","Austria"
"Pulmonaria obscura","3","yes","Austria"
"Pulsatilla grandis","3r!","yes","Austria"
"Pulsatilla oenipontana","1","yes","Austria"
"Pulsatilla pratensis subsp. nigricans","3r!","yes","Austria"
"Pulsatilla styriaca","3","yes","Austria"
"Pulsatilla vulgaris","1","yes","Austria"
"Pyrus nivalis","2","yes","Austria"
"Radiola linoides","0","yes","Austria"
"Ranunculus acris subsp. friesianus","3","yes","Austria"
"Ranunculus allemannii","3","yes","Austria"
"Ranunculus aquatilis","3r!","yes","Austria"
"Ranunculus argoviensis","3","yes","Austria"
"Ranunculus arvensis","3r!","yes","Austria"
"Ranunculus auricomus","3","yes","Austria"
"Ranunculus baudotii","2","yes","Austria"
"Ranunculus circinatus","3","yes","Austria"
"Ranunculus crenatolobus","2","yes","Austria"
"Ranunculus ficaria subsp. nudicaulis","3","yes","Austria"
"Ranunculus fluitans","3r!","yes","Austria"
"Ranunculus illyricus","3","yes","Austria"
"Ranunculus lateriflorus","0","yes","Austria"
"Ranunculus lingua","2r!","yes","Austria"
"Ranunculus mediosectus","2","yes","Austria"
"Ranunculus megacarpus","2","yes","Austria"
"Ranunculus nemorosifolius","1","yes","Austria"
"Ranunculus noricus","2","yes","Austria"
"Ranunculus oxyodon","2","yes","Austria"
