"Species","Redlist_cat","Threatened","Country","scientificname","speciesKey","species","phylum","rank","status"
"Eryngium maritimum","VU","yes","Romania","Eryngium maritimum L.",3034391,"Eryngium maritimum","Tracheophyta","species","ACCEPTED"
"Ferulago confusa","VU","yes","Romania","Ferulago confusa Velen.",7919153,"Ferulago sylvatica","Tracheophyta","species","SYNONYM"
"Fimbristylis bisumbellata","VU","yes","Romania","Fimbristylis bisumbellata (Forssk.) Bubani",2708744,"Fimbristylis bisumbellata","Tracheophyta","species","ACCEPTED"
"Gagea bulbifera","VU","yes","Romania","Gagea bulbifera (Pall.) Salisb.",5300335,"Gagea bulbifera","Tracheophyta","species","ACCEPTED"
"Galanthus plicatus subsp. plicatus","VU","yes","Romania","Galanthus plicatus subsp. plicatus",2855338,"Galanthus plicatus","Tracheophyta","subspecies","ACCEPTED"
"Galium lucidum","VU","yes","Romania","Galium lucidum All.",2913863,"Galium lucidum","Tracheophyta","species","ACCEPTED"
"Galium verticillatum","VU","yes","Romania","Galium verticillatum Danthoine ex Lam.",2914589,"Galium verticillatum","Tracheophyta","species","ACCEPTED"
"Genista sessilifolia","VU","yes","Romania","Genista sessilifolia DC.",5347744,"Genista sessilifolia","Tracheophyta","species","ACCEPTED"
"Gypsophila perfoliata","VU","yes","Romania","Gypsophila perfoliata L.",5384453,"Gypsophila perfoliata","Tracheophyta","species","ACCEPTED"
"Halocnemum strobilaceum","VU","yes","Romania","Halocnemum strobilaceum (Pall.) M.Bieb.",3760350,"Halocnemum strobilaceum","Tracheophyta","species","ACCEPTED"
"Helianthemum salicifolium","VU","yes","Romania","Helianthemum salicifolium (L.) Mill.",2874095,"Helianthemum salicifolium","Tracheophyta","species","ACCEPTED"
"Hippocrepis comosa","VU","yes","Romania","Hippocrepis comosa L.",5353750,"Hippocrepis comosa","Tracheophyta","species","ACCEPTED"
"Hymenolobus procumbens","VU","yes","Romania","Hymenolobus procumbens (L.) Nutt.",5376158,"Hornungia procumbens","Tracheophyta","species","SYNONYM"
"Iberis saxatilis subsp. saxatilis","VU","yes","Romania","Iberis saxatilis subsp. saxatilis",5377289,"Iberis saxatilis","Tracheophyta","subspecies","ACCEPTED"
"Jasione heldreichii","VU","yes","Romania","Jasione heldreichii Boiss. & Orph.",3165674,"Jasione heldreichii","Tracheophyta","species","ACCEPTED"
"Jasminum fruticans","VU","yes","Romania","Jasminum fruticans L.",9556104,"Chrysojasminum fruticans","Tracheophyta","species","SYNONYM"
"Jurinea tzar-ferdinandii","VU","yes","Romania","Jurinea tzar-ferdinandii Davidov",5694431,"Jurinea tzar-ferdinandii","Tracheophyta","species","ACCEPTED"
"Koeleria lobata","VU","yes","Romania","Koeleria lobata (M.Bieb.) Roem. & Schult.",4138673,"Koeleria brevis","Tracheophyta","species","SYNONYM"
"Lamium bifidum subsp. balcanicum","VU","yes","Romania","Lamium bifidum subsp. balcanicum Velen.",7308131,"Lamium bifidum","Tracheophyta","subspecies","ACCEPTED"
"Lathyrus cicera","VU","yes","Romania","Lathyrus cicera L.",5356481,"Lathyrus cicera","Tracheophyta","species","ACCEPTED"
"Lilium jankae","VU","yes","Romania","Lilium jankae A.Kern.",2753506,"Lilium jankae","Tracheophyta","species","ACCEPTED"
"Limonium tomentellum","VU","yes","Romania","Limonium tomentellum (Boiss.) Kuntze",4088868,"Limonium tomentellum","Tracheophyta","species","ACCEPTED"
"Linaria alpina","VU","yes","Romania","Linaria alpina (L.) Mill.",5560037,"Linaria alpina","Tracheophyta","species","ACCEPTED"
"Lychnis nivalis","VU","yes","Romania","Lychnis nivalis Kit.",3813673,"Viscaria nivalis","Tracheophyta","species","SYNONYM"
"Lysimachia thyrsiflora","VU","yes","Romania","Lysimachia thyrsiflora L.",3169358,"Lysimachia thyrsiflora","Tracheophyta","species","ACCEPTED"
"Lythrum thymifolia","VU","yes","Romania","Lythrum thymifolia L.",3188745,"Lythrum thymifolia","Tracheophyta","species","ACCEPTED"
"Matricaria trichophylla","VU","yes","Romania","Matricaria trichophylla (Boiss.) Boiss.",3104139,"Tripleurospermum tenuifolium","Tracheophyta","species","SYNONYM"
"Minuartia capillacea","VU","yes","Romania","Minuartia capillacea (All.) Graebn.",7917944,"Cherleria capillacea","Tracheophyta","species","SYNONYM"
"Minuartia cataractarum","VU","yes","Romania","Minuartia cataractarum (Janka) Nyár.",7267666,"Minuartia hirsuta","Tracheophyta","species","SYNONYM"
"Moehringia jankae","VU","yes","Romania","Moehringia jankae Griseb. ex Janka",3810415,"Moehringia jankae","Tracheophyta","species","ACCEPTED"
"Ononis pusilla","VU","yes","Romania","Ononis pusilla L.",2977214,"Ononis pusilla","Tracheophyta","species","ACCEPTED"
"Onosma pseudoarenaria subsp. pseudoarenaria","VU","yes","Romania","Onosma pseudoarenaria subsp. pseudoarenaria",7295564,"Onosma pseudoarenarium","Tracheophyta","subspecies","ACCEPTED"
"Onosma rigida","VU","yes","Romania","Onosma rigidum Ledeb.",7777233,"Onosma rigidum","Tracheophyta","species","ACCEPTED"
"Opopanax bulgaricus","VU","yes","Romania","Opopanax bulgaricus Velen.",6027176,"Opopanax chironium","Tracheophyta","species","SYNONYM"
"Ornithogalum amphibolum","VU","yes","Romania","Ornithogalum amphibolum Zahar.",2773034,"Ornithogalum amphibolum","Tracheophyta","species","ACCEPTED"
"Ornithogalum oreoides","VU","yes","Romania","Ornithogalum oreoides Zahar.",2773038,"Ornithogalum oreoides","Tracheophyta","species","ACCEPTED"
"Ornithogalum saginatum","VU","yes","Romania","Ornithogalum saginatum Speta",2772897,"Ornithogalum saginatum","Tracheophyta","species","ACCEPTED"
"Orobanche aegyptiaca","VU","yes","Romania","Orobanche aegyptiaca Pers.",3729265,"Phelipanche aegyptiaca","Tracheophyta","species","SYNONYM"
"Paeonia tenuifolia","VU","yes","Romania","Paeonia tenuifolia L.",7316533,"Paeonia tenuifolia","Tracheophyta","species","ACCEPTED"
"Peganum harmala","VU","yes","Romania","Peganum harmala L.",3189912,"Peganum harmala","Tracheophyta","species","ACCEPTED"
"Petrorhagia illyrica subsp. haynaldiana","VU","yes","Romania","Petrorhagia illyrica subsp. haynaldiana (Janka) P.W.Ball & Heywood",9736667,"Petrorhagia illyrica","Tracheophyta","subspecies","ACCEPTED"
"Plantago coronopus subsp. coronopus","VU","yes","Romania","Plantago coronopus subsp. coronopus",3189739,"Plantago coronopus","Tracheophyta","subspecies","ACCEPTED"
"Poa rehmannii","VU","yes","Romania","Poa rehmannii (Asch. & Graebn.) K.Richt.",4112622,"Poa rehmannii","Tracheophyta","species","ACCEPTED"
"Polygonum maritimum","VU","yes","Romania","Polygonum maritimum L.",8195379,"Polygonum maritimum","Tracheophyta","species","ACCEPTED"
"Polygonum oxyspermum subsp. raii","VU","yes","Romania","Polygonum oxyspermum subsp. raii (Bab.) D.A.Webb & Chater",8370223,"Polygonum oxyspermum","Tracheophyta","subspecies","ACCEPTED"
"Polypogon monspeliensis","VU","yes","Romania","Polypogon monspeliensis (L.) Desf.",5289917,"Polypogon monspeliensis","Tracheophyta","species","ACCEPTED"
"Potentilla emilii-popii","VU","yes","Romania","Potentilla emilii-popii Nyár.",5369241,"Potentilla emilii-popii","Tracheophyta","species","ACCEPTED"
"Prangos carinata","VU","yes","Romania","Prangos carinata Griseb. ex Grecescu",3630714,"Prangos ferulacea","Tracheophyta","species","SYNONYM"
"Primula auricula subsp. serratifolia","VU","yes","Romania","Primula auricula subsp. serratifolia (Jáv.) Morariu et al.",7974503,"Primula auricula","Tracheophyta","subspecies","ACCEPTED"
"Primula vulgaris subsp. sibthorpii","VU","yes","Romania","Primula vulgaris subsp. sibthorpii (Hoffmanns.) W.W.Sm. & Forrest",9500949,"Primula acaulis","Tracheophyta","subspecies","SYNONYM"
"Ranunculus flabellifolius","VU","yes","Romania","Ranunculus flabellifolius Rchb.",8297239,"Ranunculus flabellifolius","Tracheophyta","species","ACCEPTED"
"Ranunculus ophioglossifolius","VU","yes","Romania","Ranunculus ophioglossifolius Vill.",3931003,"Ranunculus ophioglossifolius","Tracheophyta","species","ACCEPTED"
"Ranunculus thora","VU","yes","Romania","Ranunculus thora L.",8267750,"Ranunculus thora","Tracheophyta","species","ACCEPTED"
"Rhinanthus alectorolophus","VU","yes","Romania","Rhinanthus alectorolophus (Scop.) Pollich",3172045,"Rhinanthus alectorolophus","Tracheophyta","species","ACCEPTED"
"Rhynchospora alba","VU","yes","Romania","Rhynchospora alba (L.) Vahl",2721119,"Rhynchospora alba","Tracheophyta","species","ACCEPTED"
"Rosa turcica","VU","yes","Romania","Rosa turcica Rouy",3011466,"Rosa turcica","Tracheophyta","species","ACCEPTED"
"Rumex dentatus subsp. halacsyi","VU","yes","Romania","Rumex dentatus subsp. halacsyi (Rech.) Rech.fil.",2889038,"Rumex dentatus","Tracheophyta","subspecies","SYNONYM"
"Ruppia cirrhosa","VU","yes","Romania","Ruppia cirrhosa (Petagna) Grande",2863987,"Ruppia cirrhosa","Tracheophyta","species","ACCEPTED"
"Satureja coerulea","VU","yes","Romania","Satureja coerulea Janka",3882467,"Satureja coerulea","Tracheophyta","species","ACCEPTED"
"Scandix australis subsp. australis","VU","yes","Romania","Scandix australis subsp. australis",6027018,"Scandix australis","Tracheophyta","subspecies","ACCEPTED"
"Scandix pecten-veneris subsp. hispanica","VU","yes","Romania","Scandix pecten-veneris subsp. hispanica (Boiss.) Bonnier & Layens",3637047,"Scandix macrorhyncha","Tracheophyta","subspecies","SYNONYM"
"Scandix pecten-veneris subsp. pecten-veneris","VU","yes","Romania","Scandix pecten-veneris L.",3034233,"Scandix pecten-veneris","Tracheophyta","species","ACCEPTED"
"Scolymus hispanicus","VU","yes","Romania","Scolymus hispanicus L.",5403742,"Scolymus hispanicus","Tracheophyta","species","ACCEPTED"
"Scorzonera mollis","VU","yes","Romania","Scorzonera mollis M.Bieb.",3111113,"Pseudopodospermum molle","Tracheophyta","species","SYNONYM"
"Serratula bulgarica","VU","yes","Romania","Serratula bulgarica Acht. & Stoj.",3091211,"Klasea bulgarica","Tracheophyta","species","SYNONYM"
"Seseli rigidum subsp. peucedanifolium","VU","yes","Romania","Seseli rigidum subsp. peucedanifolium (Besser) Nyman",6026379,"Seseli rigidum","Tracheophyta","subspecies","ACCEPTED"
"Silene thymifolia","VU","yes","Romania","Silene thymifolia Sm.",7426098,"Silene thymifolia","Tracheophyta","species","ACCEPTED"
"Sison amomum","VU","yes","Romania","Sison amomum L.",3641433,"Sison amomum","Tracheophyta","species","ACCEPTED"
"Sorbus borbasii","VU","yes","Romania","Sorbus borbasii Jáv.",9559349,"Hedlundia borbasii","Tracheophyta","species","SYNONYM"
"Stachys angustifolia","VU","yes","Romania","Stachys angustifolia M.Bieb.",8198856,"Stachys angustifolia","Tracheophyta","species","ACCEPTED"
"Stipa borysthenica subsp. borysthenica","VU","yes","Romania","Stipa borysthenica Klokov ex Prokudin",4127831,"Stipa pennata","Tracheophyta","species","SYNONYM"
"Stipa dasyphylla","VU","yes","Romania","Stipa dasyphylla (Lindem.) Czern. ex Trautv.",4142168,"Stipa dasyphylla","Tracheophyta","species","ACCEPTED"
"Stipa ucrainica","VU","yes","Romania","Stipa ucrainica P.A.Smirn.",4133853,"Stipa rubens","Tracheophyta","species","SYNONYM"
"Suaeda splendens","VU","yes","Romania","Suaeda splendens (Pourr.) Gren. & Godr.",3756216,"Suaeda splendens","Tracheophyta","species","ACCEPTED"
"Symphytum tauricum","VU","yes","Romania","Symphytum tauricum Willd.",4066938,"Symphytum tauricum","Tracheophyta","species","ACCEPTED"
"Teucrium botrys","VU","yes","Romania","Teucrium botrys L.",2926903,"Teucrium botrys","Tracheophyta","species","ACCEPTED"
"Thlaspi dacicum subsp. banaticum","VU","yes","Romania","Thlaspi dacicum subsp. banaticum (Uechtr.) Nyár.",3045416,"Noccaea banatica","Tracheophyta","subspecies","SYNONYM"
"Thymus callieri subsp. urumovii","VU","yes","Romania","Thymus callieri subsp. urumovii Velen.",9628521,"Thymus urumovii","Tracheophyta","subspecies","SYNONYM"
"Torilis nodosa","VU","yes","Romania","Torilis nodosa (L.) Gaertn.",3034819,"Torilis nodosa","Tracheophyta","species","ACCEPTED"
"Tragopogon balcanicus","VU","yes","Romania","Tragopogon balcanicus Velen.",5693408,"Tragopogon balcanicus","Tracheophyta","species","ACCEPTED"
"Tragopogon borystenicus","VU","yes","Romania","Tragopogon borystenicus Artemczuk",6082297,"Tragopogon borystenicus","Tracheophyta","species","ACCEPTED"
"Tragopogon brevirostris subsp. podolicus","VU","yes","Romania","Tragopogon brevirostris var. podolicus DC.",7482276,"Tragopogon podolicus","Tracheophyta","variety","SYNONYM"
"Trifolium purpureum","VU","yes","Romania","Trifolium purpureum Loisel.",5359526,"Trifolium purpureum","Tracheophyta","species","ACCEPTED"
"Trigonella gladiata","VU","yes","Romania","Trigonella gladiata Steven ex M.Bieb.",5360432,"Trigonella gladiata","Tracheophyta","species","ACCEPTED"
"Urtica kioviensis","VU","yes","Romania","Urtica kioviensis Rogow.",5669756,"Urtica kioviensis","Tracheophyta","species","ACCEPTED"
"Verbascum glabratum subsp. brandzae","VU","yes","Romania","Verbascum glabratum subsp. brandzae (Franch. ex Brândzã) Murb.",7333088,"Verbascum glabratum","Tracheophyta","subspecies","ACCEPTED"
"Verbascum ovalifolium subsp. ovalifolium","VU","yes","Romania","Verbascum ovalifolium subsp. ovalifolium",7472726,"Verbascum ovalifolium","Tracheophyta","subspecies","ACCEPTED"
"Verbascum pulverulentum","VU","yes","Romania","Verbascum pulverulentum Vill.",3171941,"Verbascum pulverulentum","Tracheophyta","species","ACCEPTED"
"Verbascum vandasii","VU","yes","Romania","Verbascum vandasii (Rohlena) Rohlena",3735112,"Verbascum vandasii","Tracheophyta","species","ACCEPTED"
"Veronica crassifolia","VU","yes","Romania","Veronica crassifolia Wierzb. ex Heuff.",3172059,"Veronica spicata","Tracheophyta","species","SYNONYM"
"Veronica multifida","VU","yes","Romania","Veronica multifida L.",7724247,"Veronica multifida","Tracheophyta","species","ACCEPTED"
"Veronica scardica","VU","yes","Romania","Veronica scardica Griseb.",7871681,"Veronica scardica","Tracheophyta","species","ACCEPTED"
"Vicia biennis","VU","yes","Romania","Vicia biennis L.",2974859,"Vicia biennis","Tracheophyta","species","ACCEPTED"
"Vicia dalmatica","VU","yes","Romania","Vicia dalmatica A.Kern.",3973636,"Vicia dalmatica","Tracheophyta","species","ACCEPTED"
"Vicia narbonensis","VU","yes","Romania","Vicia narbonensis L.",2975132,"Vicia narbonensis","Tracheophyta","species","ACCEPTED"
"Vicia sparsiflora","VU","yes","Romania","Vicia sparsiflora Ten.",2975459,"Vicia sparsiflora","Tracheophyta","species","ACCEPTED"
"Vincetoxicum fuscatum","VU","yes","Romania","Vincetoxicum fuscatum (Hornem.) Rchb.",8133931,"Vincetoxicum fuscatum","Tracheophyta","species","ACCEPTED"
"Viola hymettia","VU","yes","Romania","Viola hymettia Boiss. & Heldr.",5663945,"Viola hymettia","Tracheophyta","species","ACCEPTED"
"Zostera marina","VU","yes","Romania","Zostera marina L.",2863967,"Zostera marina","Tracheophyta","species","ACCEPTED"
"Zostera noltii","VU","yes","Romania","Zostera noltii Hornem.",2863938,"Zostera noltii","Tracheophyta","species","ACCEPTED"
"Zygophyllum fabago","VU","yes","Romania","Zygophyllum fabago L.",3189902,"Zygophyllum fabago","Tracheophyta","species","ACCEPTED"
"Centaurea trichocephala subsp. simonkaiana","VU/EN","yes","Romania","Centaurea trichocephala subsp. simonkaiana (Hayek) Dostál",3128407,"Centaurea simonkaiana","Tracheophyta","subspecies","SYNONYM"
"Achillea aspleniifolia Vent.","CR","yes","Slovakia","Achillea aspleniifolia Leresch ex Sch.Bip.",3120251,"Achillea obscura","Tracheophyta","species","SYNONYM"
"Achillea ochroleuca Ehrh.","CR","yes","Slovakia","Achillea ochroleuca Ehrh.",3120038,"Achillea ochroleuca","Tracheophyta","species","ACCEPTED"
"Aconitum lasiocarpum subsp. lasiocarpum","VU","yes","Slovakia","Aconitum lasiocarpum subsp. lasiocarpum",7915331,"Aconitum lasiocarpum","Tracheophyta","subspecies","ACCEPTED"
"Adenophora liliifolia (L.) Ledeb. ex A. DC.","VU","yes","Slovakia","Adenophora liliifolia (L.) A.DC.",5409500,"Adenophora liliifolia","Tracheophyta","species","ACCEPTED"
"Adonis flammea Jacq.","CR","yes","Slovakia","Adonis flammea Jacq.",8246651,"Adonis flammea","Tracheophyta","species","ACCEPTED"
"Aegilops cylindrica Host","VU","yes","Slovakia","Aegilops cylindrica Host",5289783,"Aegilops cylindrica","Tracheophyta","species","ACCEPTED"
"Aethionema saxatile (L.) W. T. Aiton","EN","yes","Slovakia","Aethionema saxatile (L.) W.T.Aiton",3051094,"Aethionema saxatile","Tracheophyta","species","ACCEPTED"
"Agrostemma githago L.","CR","yes","Slovakia","Agrostemma githago L.",3085368,"Agrostemma githago","Tracheophyta","species","ACCEPTED"
"Ajuga pyramidalis L.","CR","yes","Slovakia","Ajuga pyramidalis L.",8429926,"Ajuga pyramidalis","Tracheophyta","species","ACCEPTED"
"Aldrovanda vesiculosa L.","RE","yes","Slovakia","Aldrovanda vesiculosa L.",3190715,"Aldrovanda vesiculosa","Tracheophyta","species","ACCEPTED"
"Alisma gramineum Lej.","EN","yes","Slovakia","Alisma gramineum Lej.",2865152,"Alisma gramineum","Tracheophyta","species","ACCEPTED"
"Alkanna tinctoria (L.) Tausch","CR","yes","Slovakia","Alkanna tinctoria (L.) Tausch",5341257,"Alkanna tinctoria","Tracheophyta","species","ACCEPTED"
"Allium cirrhosum Vand.","RE","yes","Slovakia","Allium cirrhosum Vand.",2855968,"Allium carinatum","Tracheophyta","species","SYNONYM"
"Allium ericetorum Thore (syn. A. zahariadi  subsp. michalkoiMájovský)","CR","yes","Slovakia","Allium ericetorum Thore",2855733,"Allium ericetorum","Tracheophyta","species","ACCEPTED"
"Allium paniculatum L. subsp. paniculatum","CR","yes","Slovakia","Allium paniculatum subsp. paniculatum",2856288,"Allium paniculatum","Tracheophyta","subspecies","ACCEPTED"
"Allium strictum Schrad.","CR","yes","Slovakia","Allium strictum Schrad.",2856145,"Allium strictum","Tracheophyta","species","ACCEPTED"
"Althaea cannabina L.","EN","yes","Slovakia","Althaea cannabina L.",3152519,"Althaea cannabina","Tracheophyta","species","ACCEPTED"
"Althaea hirsuta L.","EN","yes","Slovakia","Althaea hirsuta L.",3152521,"Althaea hirsuta","Tracheophyta","species","ACCEPTED"
"Althaea taurinensis DC.","CR","yes","Slovakia","Althaea taurinensis DC.",3152520,"Althaea officinalis","Tracheophyta","species","SYNONYM"
"Alyssum desertorum Stapf","EN","yes","Slovakia","Alyssum desertorum Stapf",3044743,"Alyssum desertorum","Tracheophyta","species","ACCEPTED"
"Alyssum tortuosum Waldst. et Kit. subsp. tortuosum","CR","yes","Slovakia","Alyssum tortuosum subsp. tortuosum",3044942,"Alyssum tortuosum","Tracheophyta","subspecies","ACCEPTED"
"Alyssum tortuosum subsp. heterophyllum Nyár.","EN","yes","Slovakia","Alyssum tortuosum subsp. heterophyllum Nyár.",3044942,"Alyssum tortuosum","Tracheophyta","subspecies","SYNONYM"
"Amaranthus graecizans subsp. sylvestris (Vill.) Brenan","CR(PE)","yes","Slovakia","Amaranthus graecizans subsp. sylvestris (Vill.) O.Bolòs & Vigo",5384373,"Amaranthus graecizans","Tracheophyta","subspecies","SYNONYM"
"Anacamptis coriophora (L.) R. M. Bateman, Pridgeon et M.W. Chase (syn. Orchis coriophora L.)","EN","yes","Slovakia","Anacamptis coriophora subsp. coriophora",2808461,"Anacamptis coriophora","Tracheophyta","subspecies","ACCEPTED"
"Anacamptis palustris (Jacq.) R. M. Bateman, Pridgeon et M.W. Chase  subsp. subsp. palustris (syn. Orchis palustris Jacq.)","CR","yes","Slovakia","Anacamptis palustris subsp. palustris",2808399,"Anacamptis palustris","Tracheophyta","subspecies","ACCEPTED"
"Anacamptis palustris subsp. elegans (Heuff.) R. M. Bateman,Pridgeon et M. W. Chase (syn. Orchis elegans Heuff.)","EN","yes","Slovakia","Anacamptis palustris subsp. elegans (Heuff.) R.M.Bateman, Pridgeon & M.W.Chase",2808399,"Anacamptis palustris","Tracheophyta","subspecies","ACCEPTED"
"Anacamptis pyramidalis (L.) Rich.","VU","yes","Slovakia","Anacamptis pyramidalis (L.) Rich.",2808330,"Anacamptis pyramidalis","Tracheophyta","species","ACCEPTED"
"Anchusa barrelieri (All.) Vitman","RE","yes","Slovakia","Anchusa barrelieri (All.) Vitman",7131800,"Cynoglottis barrelieri","Tracheophyta","species","SYNONYM"
"Anchusa italica Retz. (syn. A. azurea Mill.)","EN","yes","Slovakia","Anchusa italica var. azurea",5341198,"Anchusa azurea","Tracheophyta","variety","SYNONYM"
"Andromeda polifolia L.","EN","yes","Slovakia","Andromeda polifolia L.",5333413,"Andromeda polifolia","Tracheophyta","species","ACCEPTED"
"Androsace maxima L.","CR","yes","Slovakia","Androsace maxima L.",3169329,"Androsace maxima","Tracheophyta","species","ACCEPTED"
"Androsace septentrionalis L.","RE","yes","Slovakia","Androsace septentrionalis L.",3169326,"Androsace septentrionalis","Tracheophyta","species","ACCEPTED"
"Androsace villosa L.","EN","yes","Slovakia","Androsace villosa L.",7903019,"Androsace villosa","Tracheophyta","species","ACCEPTED"
"Apera interrupta (L.) P. Beauv.","CR","yes","Slovakia","Apera interrupta (L.) P.Beauv.",5289643,"Apera interrupta","Tracheophyta","species","ACCEPTED"
"Aphanes arvensis L.","EN","yes","Slovakia","Aphanes arvensis L.",5365013,"Aphanes arvensis","Tracheophyta","species","ACCEPTED"
"Aphanes australis Rydb. (syn. A. microcarpa auct. non (Boiss.et Reut.) Rothm.)","RE","yes","Slovakia","Aphanes australis Rydb.",5365026,"Aphanes australis","Tracheophyta","species","ACCEPTED"
"Apium repens (Jacq.) Lag.","VU","yes","Slovakia","Apium repens (Jacq.) Lag.",7456091,"Helosciadium repens","Tracheophyta","species","SYNONYM"
"Arabis nemorensis (Wolf ex Hoffm.) W. D. J. Koch","EN","yes","Slovakia","Arabis nemorensis (Wolf ex Hoffm.) W.D.J.Koch",5374933,"Arabis planisiliqua","Tracheophyta","species","SYNONYM"
"Arabis nova Vill.","CR","yes","Slovakia","Arabis nova Vill.",5374841,"Arabis nova","Tracheophyta","species","ACCEPTED"
"Arabis pauciflora (Grimm) Garcke","EN","yes","Slovakia","Arabis pauciflora (Grimm) Garcke",5376286,"Fourraea alpina","Tracheophyta","species","SYNONYM"
"Arabis procurrens Waldst. et Kit.","RE","yes","Slovakia","Arabis procurrens Waldst. & Kit.",5375012,"Arabis procurrens","Tracheophyta","species","ACCEPTED"
"Arctostaphylos alpina (L.) Spreng. (syn. Arctous alpina (L.)Nied.)","VU","yes","Slovakia","Arctostaphylos alpina var. alpina",8317978,"Arctostaphylos alpinus","Tracheophyta","variety","SYNONYM"
"Armeria alpina Willd.","CR","yes","Slovakia","Armeria alpina Willd.",7136582,"Armeria alpina","Tracheophyta","species","ACCEPTED"
"Armeria vulgaris Willd. subsp. vulgaris","VU","yes","Slovakia","Armeria vulgaris var. vulgaris",8930531,"Armeria maritima","Tracheophyta","variety","ACCEPTED"
"Armoracia macrocarpa (Waldst. et Kit. ex Willd.) Kit. exBaumg.","EN","yes","Slovakia","Armoracia macrocarpa (Kit.) Baumg.",3041018,"Armoracia macrocarpa","Tracheophyta","species","ACCEPTED"
"Arnoseris minima (L.) Schweigg. et Körte","RE","yes","Slovakia","Arnoseris minima (L.) Schweigg. & Körte",3087403,"Arnoseris minima","Tracheophyta","species","ACCEPTED"
"Artemisia austriaca Jacq.","CR","yes","Slovakia","Artemisia austriaca Jacq.",3121668,"Artemisia austriaca","Tracheophyta","species","ACCEPTED"
"Artemisia santonicum subsp. patens (Neilr.) K. M. Perss. (syn.A. s. subsp. monogyna Waldst. et Kit.) Dostál)","EN","yes","Slovakia","Artemisia santonicum subsp. monogyna (Waldst. & Kit.) Dostál",3120981,"Artemisia santonicum","Tracheophyta","subspecies","SYNONYM"
"Asperula arvensis L.","RE","yes","Slovakia","Asperula arvensis L.",2916662,"Asperula arvensis","Tracheophyta","species","ACCEPTED"
"Asperula neilreichii Beck","EN","yes","Slovakia","Asperula neilreichii Beck",2916947,"Asperula neilreichii","Tracheophyta","species","ACCEPTED"
"Asplenium adulterinum Milde","CR","yes","Slovakia","Asplenium adulterinum Milde",2650652,"Asplenium adulterinum","Tracheophyta","species","ACCEPTED"
"Asplenium ceterach L. subsp. ceterach (syn. Ceterachofficinarum Willd.)","RE","yes","Slovakia","Asplenium ceterach subsp. ceterach",2650617,"Asplenium ceterach","Tracheophyta","subspecies","ACCEPTED"
"Asplenium ceterach subsp. bivalens (D. E. Mey.) Greuter etBurdet (syn. Ceterach javorkeanum (Vida) Soó)","CR","yes","Slovakia","Asplenium ceterach subsp. bivalens (D.E.Mey.) Greuter & Burdet",2650617,"Asplenium ceterach","Tracheophyta","subspecies","ACCEPTED"
"Asplenium cuneifolium Viv.","CR","yes","Slovakia","Asplenium cuneifolium Viv.",7310930,"Asplenium cuneifolium","Tracheophyta","species","ACCEPTED"
"Asplenium platyneuron (L.) Britton, Sterns & Poggenb.","CR","yes","Slovakia","Asplenium platyneuron (L.) Britton, Sterns & Poggenb.",2650714,"Asplenium platyneuron","Tracheophyta","species","ACCEPTED"
"Astragalus asper Wulfen ex Jacq.","CR","yes","Slovakia","Astragalus asper Jacq.",5346540,"Astragalus asper","Tracheophyta","species","ACCEPTED"
"Astragalus austriacus Jacq.","EN","yes","Slovakia","Astragalus austriacus Jacq.",5343593,"Astragalus austriacus","Tracheophyta","species","ACCEPTED"
"Astragalus dasyanthus Pall.","RE","yes","Slovakia","Astragalus dasyanthus Pall.",5342797,"Astragalus dasyanthus","Tracheophyta","species","ACCEPTED"
"Astragalus exscapus L.","CR","yes","Slovakia","Astragalus exscapus L.",5343540,"Astragalus exscapus","Tracheophyta","species","ACCEPTED"
"Astragalus penduliflorus Lam.","VU","yes","Slovakia","Astragalus penduliflorus Lam.",5345013,"Astragalus penduliflorus","Tracheophyta","species","ACCEPTED"
"Astragalus vesicarius L. subsp. vesicarius (syn. A. v. subsp.albidus (Waldst. et Kit.) Braun-Blanq.)","EN","yes","Slovakia","Astragalus vesicarius subsp. albidus",5343265,"Astragalus vesicarius","Tracheophyta","subspecies","SYNONYM"
"Asyneuma canescens (Waldst. et Kit.) Griseb. et Schenk subsp.canescens (syn. A. c. subsp. salicifolium (Heuff.) Soó)","VU","yes","Slovakia","Asyneuma canescens subsp. salicifolium (Steud.) Soó",3168201,"Asyneuma canescens","Tracheophyta","subspecies","SYNONYM"
"Atriplex littoralis L.","EN","yes","Slovakia","Atriplex littoralis L.",3083696,"Atriplex littoralis","Tracheophyta","species","ACCEPTED"
"Avenula pratensis subsp. hirtifolia (Podp.) Holub","VU","yes","Slovakia","Avenula pratensis subsp. hirtifolia (Podp.) Holub",6559939,"Helictochloa pratensis","Tracheophyta","subspecies","SYNONYM"
"Bassia laniflora (S. G. Gmel.) A. J. Scott (syn. Kochialaniflora (S. G. Gmel.) Borbás)","VU","yes","Slovakia","Bassia laniflora (S.G.Gmel.) A.J.Scott",5568188,"Bassia laniflora","Tracheophyta","species","ACCEPTED"
"Bassia prostrata (L.) A. J. Scott (syn. Kochia prostrata (L.)Schrad.)","RE","yes","Slovakia","Bassia prostrata subsp. prostrata",7509954,"Bassia prostrata","Tracheophyta","subspecies","ACCEPTED"
"Beckmannia eruciformis (L.) Host","EN","yes","Slovakia","Beckmannia eruciformis (L.) Host",5290063,"Beckmannia eruciformis","Tracheophyta","species","ACCEPTED"
